text_akhir,label
prediction soon poisoned,-1
family killer,-1
brazilian passport name josef pwag displayed mr passportkim explanation,0
ow back horses,0
diktator dilemma us pikun mind,-1
extraordinary video understand girls die nerve agents hands,-1
north korean children dream leaving debt school opioid addiction witnessed classmate shot dead one day american dreams come,-1
deadly nerve agent wash bathroom teak burst laughing dramatic music convincing makes great documentary film,1
one evil people live today pay one day stands front jesus judged,-1
aura mature,1
fact match one episode,0
north korean missiles american destination falling pacific ocean,-1
haha sure feel pressure youtuber makes better focus get television one also pretty good,1
wrong hair,-1
means country bad described news xd,1
know seeing face take something seriously,-1
extraordinary thank,1
start directly keep maintaining criminal regime govern people use violence terror documentary fair impartial best,-1
fabric modern abel,0
come serang kim barat,0
wrong spell psychopaths,-1
poor horse sure back hurts,-1
model trump,0
america way continues let erode freedom constitution written like reason,1
part ii,0
surprised horse dead weight,-1
funniest film watched year,1
meeting kim jong un donald trump falsified putin xi jinping kim make look like trump achieved something large make selection likely putin xi kim friends rely trump get rid nato could attack neighbors,0
also great love trump,1
kim came find killer know,-1
documentary films impartial directed well,1
america country kills countries non north korea north korea keep safely america propaganda video run america,-1
think person declares dictator introduction completely judging polarization,0
gods hold,0
kim jong based,0
kim older two years felt old,0
marked death like putin,-1
sun king sun king louis xiv,0
stop clap omg hands,-1
like penguin horse,1
look feet lol,1
real deal kim yo jong mind,0
beeing grew god human must ronery place eeneveetehbl,1
said decision make,0
dictator decision make pork,0
poor girl,-1
thank great documentary film without ordinary bias things repeated continue recycled news documentary films,1
think dictator war war states know terika terikang use mastered country must world police cruel criminal gang must accommodate worst world way must sit table must understood,-1
dictators last forever witnessed keeps tunnel open people eventually solve problem,-1
excited hot female killer poor girls became victims,-1
big bloating head become great jack lantern,1
documentary film exists online free thanks kim one prerequisites let record videos north korea north korea must approved north korean government including,1
stop lies real dictator biden trudeau western criminal leaders,-1
appreciate youtube algorithm recommending,1
sweet princess oppressors suitable,1
north korea wants remain isolation let,-1
elephant sitting horse,0
really exceeds limit,0
