text_stopword,text_akhir,label
"['one', 'question', 'intelligenceofficer', 'added', 'poisoned', 'oil', 'direkt', 'hand', 'women', 'one', 'say', 'alive', 'kim', 'jong', 'nam', 'died', 'know', 'living', 'conditions', 'north', 'korea', 'really', 'hard', 'kim', 'jong', 'nam', 'seeing', 'traitor', 'story', 'sounds', 'like', 'fairy', 'tale', 'poisoning', 'skripal', 'nawalny', 'nowitschok', 'nerveagents', 'like', 'vx', 'nowitschok', 'dangerous', 'application', 'crowded', 'airport', 'unexperienced', 'people', 'seems', 'skripted', 'b', 'movie', 'director', 'intelligenceagency', 'would', 'mediately', 'fall', 'back', 'north', 'korea']",one question intelligenceofficer added poisoned oil direkt hand women one say alive kim jong nam died know living conditions north korea really hard kim jong nam seeing traitor story sounds like fairy tale poisoning skripal nawalny nowitschok nerveagents like vx nowitschok dangerous application crowded airport unexperienced people seems skripted b movie director intelligenceagency would mediately fall back north korea,-1
['guy'],guy,0
"['fake', 'propaganda', 'documents', 'america', 'tv', 'show', 'us', 'america', 'destroyed', 'millions', 'innocent', 'people', 'lives']",fake propaganda documents america tv show us america destroyed millions innocent people lives,0
"['secluded', 'communist', 'dictatorship', 'rationed', 'food', 'empty', 'shelves', 'stores', 'people', 'living', 'capital', 'always', 'enjoy', 'food', 'supplies', 'diverse', 'products', 'buying', 'capital', 'first', 'thing', 'foreigners', 'see', 'riot', 'popular', 'uprising', 'capital', 'immediately', 'noticed', 'world', 'really', 'topple', 'regime', 'know', 'north', 'korea', 'grew', 'communist', 'dictatorship', 'eastern', 'europe', 'food', 'ratios', 'capital', 'bigger', 'rest', 'country', 'end', 'uprisings', 'rest', 'country', 'days', 'really', 'terminated', 'dictatorship', 'one', 'day', 'small', 'protest', 'starting', 'capital', 'friday', 'evening', 'next', 'day', 'saturday', 'morning', 'turned', 'huge', 'uprising', 'people']",secluded communist dictatorship rationed food empty shelves stores people living capital always enjoy food supplies diverse products buying capital first thing foreigners see riot popular uprising capital immediately noticed world really topple regime know north korea grew communist dictatorship eastern europe food ratios capital bigger rest country end uprisings rest country days really terminated dictatorship one day small protest starting capital friday evening next day saturday morning turned huge uprising people,1
"['believed', 'tunnels', 'north', 'korea', 'elon', 'musk', 'rings', 'un', 'yo', 'come', 'show']",believed tunnels north korea elon musk rings un yo come show,0
"['kim', 'jung', 'un', 'best', 'watch', 'back', 'baby', 'sister', 'liable', 'brother', 'ruthless']",kim jung un best watch back baby sister liable brother ruthless,0
"['could', 'end', 'north', 'korean', 'regime', 'said', 'western', 'scholars', 'since', 'least', 'saying']",could end north korean regime said western scholars since least saying,-1
"['would', 'believe', 'new', 'world', 'order', 'syndicate', 'bs']",would believe new world order syndicate bs,1
"['muslim', 'north', 'korea']",muslim north korea,0
"['changes', 'title', 'comrade', 'first', 'lady', 'downgrade', 'smh']",changes title comrade first lady downgrade smh,1
"['arseload', 'pathetic', 'bs', 'dilemma', 'crossroads', 'whilst', 'ww', 'snap', 'moment', 'ukraine', 'taiwan', 'etc', 'ridiculous', 'title', 'inside', 'mind', 'goodness', 'seems', 'guys', 'got', 'access', 'brain', 'implant']",arseload pathetic bs dilemma crossroads whilst ww snap moment ukraine taiwan etc ridiculous title inside mind goodness seems guys got access brain implant,-1
"['truly', 'devil', 'possessed', 'maniac', 'like', 'always', 'concerning', 'trust', 'national', 'geographics', 'since', 'joined', 'left', 'wing', 'propaganda', 'machine', 'days', 'appeared', 'pretty', 'good', 'video', 'opinion']",truly devil possessed maniac like always concerning trust national geographics since joined left wing propaganda machine days appeared pretty good video opinion,1
"['women', 'knew', 'full', 'well', 'oil', 'poison', 'tell', 'keeps', 'hands', 'away', 'face']",women knew full well oil poison tell keeps hands away face,1
"['un', 'person', 'whole', 'country', 'size', 'waist']",un person whole country size waist,1
"['trump', 'kept', 'us', 'safe', 'democrats', 'always', 'trying', 'start', 'war']",trump kept us safe democrats always trying start war,1
"['beautiful', 'thanks', 'sharing', 'knowledge', 'wisdoms']",beautiful thanks sharing knowledge wisdoms,1
"['wonder', 'take', 'kim', 'jung', 'un', 'place']",wonder take kim jung un place,0
"['would', 'nice', 'ruler', 'morocco']",would nice ruler morocco,1
"['thought', 'national', 'geography', 'channel', 'wild', 'life', 'documentaries']",thought national geography channel wild life documentaries,0
"['longest', 'documentary', 'covers', 'absolutely', 'nothing', 'new', 'could', 'wrote', 'two', 'years', 'ago', 'watching', 'youtube', 'videos']",longest documentary covers absolutely nothing new could wrote two years ago watching youtube videos,1
"['ah', 'yes', 'soviet', 'union', 'dead', 'like', 'north', 'korea', 'modernized', 'said', 'kgb']",ah yes soviet union dead like north korea modernized said kgb,-1
"['disgusting', 'see', 'type', 'dictatorship', 'th', 'century']",disgusting see type dictatorship th century,-1
"['small', 'potato', 'always']",small potato always,-1
"['final', 'thought', 'talking', 'dangerous', 'kim', 'jong', 'un', 'one', 'behind', 'throne', 'one', 'truly', 'worry', 'kim', 'yo', 'jong', 'long', 'truly', 'content', 'remain', 'behind', 'scenes', 'makes', 'move', 'secures', 'sole', 'ruler', 'north', 'korea']",final thought talking dangerous kim jong un one behind throne one truly worry kim yo jong long truly content remain behind scenes makes move secures sole ruler north korea,-1
"['meatloaf', 'horse', 'seen', 'everything']",meatloaf horse seen everything,0
"['blur', 'kctv', 'logo']",blur kctv logo,0
"['remember', 'clearly', 'time', 'malaysian', 'authorities', 'even', 'lost', 'body', 'kim', 'jong', 'nam', 'find', 'time', 'made', 'believe', 'really', 'dead', 'kim', 'jong', 'un', 'helped', 'faked', 'brother', 'death', 'live', 'life', 'peace', 'free', 'cia', 'north', 'korean', 'shenanigans']",remember clearly time malaysian authorities even lost body kim jong nam find time made believe really dead kim jong un helped faked brother death live life peace free cia north korean shenanigans,1
"['fat', 'cheeks', 'bigger', 'rest', 'head', 'much', 'space', 'brain']",fat cheeks bigger rest head much space brain,0
"['interesting', 'kind', 'documentary', 'better', 'said', 'demonisation', 'states', 'major', 'media', 'brands', 'like', 'ng', 'cnn', 'fox', 'vice', 'sky', 'made', 'major', 'states', 'strategic', 'importance', 'opponents', 'american', 'world', 'order', 'question', 'life', 'pyongyang', 'really', 'worse', 'life', 'crime', 'poverty', 'drug', 'ridden', 'cities', 'mexico', 'brazil', 'honduras', 'even', 'people', 'life', 'existential', 'threat', 'daily', 'basis', 'never', 'north', 'korea', 'person', 'independent', 'mind', 'going', 'allow', 'corporate', 'media', 'form', 'opinion', 'another', 'country', 'culture', 'people']",interesting kind documentary better said demonisation states major media brands like ng cnn fox vice sky made major states strategic importance opponents american world order question life pyongyang really worse life crime poverty drug ridden cities mexico brazil honduras even people life existential threat daily basis never north korea person independent mind going allow corporate media form opinion another country culture people,1
"['sure', 'little', 'guy', 'allowed', 'play', 'roman', 'candles', 'thats', 'far', 'go']",sure little guy allowed play roman candles thats far go,1
"['dilemma', 'conspiracy']",dilemma conspiracy,0
"['dictator', 'one', 'loyal', 'land', 'pple', 'one', 'refused', 'colonzed', 'hypocrites']",dictator one loyal land pple one refused colonzed hypocrites,1
"['one', 'points', 'camera', 'wonder', 'trying', 'tell', 'mates', 'camera', 'operator', 'later', 'die']",one points camera wonder trying tell mates camera operator later die,0
"['communism', 'cringe', 'monarchy', 'based']",communism cringe monarchy based,0
"['spoiled', 'godfather']",spoiled godfather,0
"['brazilian', 'snack', 'looks', 'exactly', 'like', 'kim', 'jong', 'un', 'face', 'called', 'pão', 'de', 'quejo']",brazilian snack looks exactly like kim jong un face called pão de quejo,1
"['people', 'think', 'propganda', 'really', 'telling']",people think propganda really telling,1
"['beginning', 'video', 'seems', 'elephant', 'riding', 'horse']",beginning video seems elephant riding horse,0
"['ifs', 'buts', 'point', 'soon', 'humanity', 'must', 'draw', 'line', 'stops', 'dictatorship', 'repressive', 'regimes', 'everywhere', 'planet', 'get', 'congress', 'towards', 'true', 'advancement', 'without', 'fighting', 'based', 'flags', 'borders', 'creed', 'likes', 'kim', 'putin', 'xi', 'along', 'non', 'nuclear', 'armed', 'despots', 'arabian', 'peninsula', 'go', 'circumstances', 'clock', 'set', 'ticking', 'nature', 'either', 'get', 'together', 'soon', 'nuclear', 'weapons', 'ends', 'us', 'planetary', 'climatic', 'events', 'eject', 'us']",ifs buts point soon humanity must draw line stops dictatorship repressive regimes everywhere planet get congress towards true advancement without fighting based flags borders creed likes kim putin xi along non nuclear armed despots arabian peninsula go circumstances clock set ticking nature either get together soon nuclear weapons ends us planetary climatic events eject us,1
"['national', 'geographic', 'also', 'gives', 'gifts', 'hillary', 'cohorts']",national geographic also gives gifts hillary cohorts,0
"['look', 'kim', 'yo', 'says', 'mess', 'cute', 'look', 'though', 'laughing', 'loud']",look kim yo says mess cute look though laughing loud,1
"['love', 'bourne', 'music']",love bourne music,1
"['total', 'disrespect', 'north', 'korea', 'supremacy']",total disrespect north korea supremacy,0
"['anyone', 'agree', 'west', 'criminal']",anyone agree west criminal,-1
"['thank', 'sharing', 'means', 'much', 'natgeo']",thank sharing means much natgeo,1
"['taco', 'supreme', 'leader']",taco supreme leader,0
"['sadia', 'best', 'dictator', 'world', 'block', 'facebook']",sadia best dictator world block facebook,1
"['think', 'chick', 'knew', 'way', 'knew', 'wash', 'fast', 'possible', 'stick', 'around', 'say', 'joke', 'come']",think chick knew way knew wash fast possible stick around say joke come,0
"['good', 'guy', 'biden', 'obama', 'bush', 'trump', 'clinton', 'least', 'nk', 'never', 'invade', 'distroyed', 'nations']",good guy biden obama bush trump clinton least nk never invade distroyed nations,1
"['watching', 'reading', 'comments', 'simultaneously']",watching reading comments simultaneously,0
"['always', 'sceptical', 'assessments', 'made', 'enemy', 'media', 'team']",always sceptical assessments made enemy media team,0
"['need', 'one', 'canadas', 'dictator', 'justin', 'trudeau']",need one canadas dictator justin trudeau,0
"['evil', 'person', 'unique', 'amazing', 'life', 'must']",evil person unique amazing life must,0
"['see', 'movie', 'kind', 'assasinations', 'real', 'bye', 'conspiracy', 'talks']",see movie kind assasinations real bye conspiracy talks,1
"['would', 'believe', 'documentary', 'north', 'korea', 'done', 'north', 'korea', 'believe', 'one', 'made', 'people', 'never', 'even', 'north', 'korea']",would believe documentary north korea done north korea believe one made people never even north korea,0
"['think', 'true', 'national', 'geo', 'western', 'media']",think true national geo western media,1
"['still', 'picking', 'females', 'streets', 'force']",still picking females streets force,0
"['th', 'largest', 'military', 'really', 'commissioned', 'kim', 'looks', 'like', 'interview', 'documentary', 'value']",th largest military really commissioned kim looks like interview documentary value,0
"['korea', 'north', 'stolen', 'like', 'western', 'world']",korea north stolen like western world,0
"['saying', 'guy', 'hit']",saying guy hit,0
"['able', 'get', 'things', 'hardly', 'electricity', 'people', 'starving', 'high', 'power', 'people', 'able', 'things', 'wants', 'build', 'army', 'nuclear', 'weapons', 'even', 'army', 'starving', 'worried', 'people', 'barely', 'anything', 'eat', 'also', 'habit', 'killing', 'people', 'killed', 'brother', 'definitely', 'never', 'ever', 'let', 'people', 'true', 'internet', 'connection', 'get', 'north', 'korea', 'internet', 'sister', 'scary', 'think', 'violent']",able get things hardly electricity people starving high power people able things wants build army nuclear weapons even army starving worried people barely anything eat also habit killing people killed brother definitely never ever let people true internet connection get north korea internet sister scary think violent,0
